"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/12541-pimms-cup-with-muddled-cucumber","Pimm’s Cup With Muddled Cucumber","Robert Simonson","Pimm’s No. 1, a gin-based liqueur, is named after James Pimm, the bar owner who created it in the mid 1800s. By the 1860s, it was bottled. At one point, there were other “cups,” numbered 2 through 6, based on brandy, rum and other spirits. But the No. 1, a reddish tonic with citrusy and bitter notes, has always been the star, and it is not quite like anything else on the shelf. The Pimm’s Cup’s skeletal components are nothing more than a measure of Pimm’s and roughly three measures of either lemonade, lemon soda or ginger ale (your preference), served over ice in a long glass and typically garnished with cucumber.","Make a simple syrup: in a small pan, heat sugar and 1 cup water; boil until sugar is melted. Cool. (It keeps in the refrigerator for weeks.) In a cocktail shaker, muddle the cucumber. Add the Pimm’s, gin, lemon juice and 3/4-ounce simple syrup. Shake. Strain into a Collins glass filled with ice. Top with seltzer or sparkling water. Garnish with lemon wedge and mint sprig.","06PIMMS2-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12498-pimms-cup-with-watermelon","Pimm’s Cup With Watermelon","Robert Simonson","","Make an infused syrup: Purée and strain enough watermelon to equal one cup of juice. In a small pan, heat the sugar and watermelon juice and boil until sugar dissolves. Remove from heat. (Mixture keeps in the refrigerator for weeks). In a cocktail shaker with ice, add Pimm’s, lemon juice and 1 ounce syrup-fruit mixture and shake. Strain into an ice-filled Collins glass. Top with ginger ale or 7Up and garnish generously with cucumber, berries and mint.","Pimms-Cup-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12518-jasmine","Jasmine","Jim Meehan","","Shake all liquid ingredients with ice. Strain into a chilled coupe glass. Garnish with a lemon wheel.","13MEEHAN_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12523-boulevardier","Boulevardier","Jim Meehan","","Stir all ingredients with ice. Strain into a chilled coupe glass.","Boulevardier-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12540-harvest-sling","Harvest Sling","Jim Meehan","","Shake all liquid ingredients, except for the ginger ale, with ice. Strain into a Collins glass filled with ice. Top with a splash of ginger ale and garnish with half an orange wheel.","Harvest-Sling-popup.jpg","fixed-width"
"/recipes/1015306-the-andorra","The Andorra","Toby Cecchini","This cocktail, by Dan Greenbaum of The Beagle in Manhattan, plays Armagnac's subtle marzipan against the salty, mineral tang of Manzanilla sherry. A deceptive drink, it looks in the glass like an innocuous saucer of pinot grigio, but enrobes the senses with nuts, flowers and confectionary. There’s a spritz of orange oil atop to knock it all even: a perfect dessert tot.","Combine ingredients in a mixing glass filled with ice and stir until well-chilled. Strain into a chilled cocktail coupe. Twist a peel of orange, skin side down to express oil onto the drink’s surface, and then discard the peel.","25brandy-cecchini-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12468-too-hot-to-hoot-punch","Too Hot to Hoot Punch","Eric Asimov","This splendidly summery concoction is proof that punch, often associated with fall and winter holidays, can be made seasonal with the delicate spring sweetness of strawberries, and summery with the tropical tang of limes. Sure, you could settle for a vodka base, but bourbon adds a marvelous backbone of vanilla richness. Or make it without alcohol and serve at a children’s party.","Several hours ahead, prepare strawberry syrup and the elderberry tea. For the syrup, cut the green tops off the strawberries and discard. Dice the berries until you have 1 cup. Reserve extras for garnish. In a saucepan, add the berries along with 1 cup water and the sugar. Bring to a simmer, stirring, and continue simmering until the sugar dissolves. Allow syrup to cool. Prepare the tea. Pour 12 ounces of hot water over the tea bags or the loose tea. Allow to steep until cool. Discard bags or strain loose tea. Juice enough limes to produce 9 ounces of juice. In a punch bowl stir together the lime juice, bourbon, bitters, 6 ounces cold water, the strawberry syrup and the tea. (If you have extra tea, juice and syrup, combine without bourbon for a pleasant soft drink for children.) Gently slide the ice, or an ice mold, into the bowl. Garnish with sliced strawberries. Serve in ceramic punch cups or glasses.","23POUR1_SPAN-copy-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12455-the-battle-of-ivrea","The Battle of Ivrea","Rosie Schaap","Tyler Drinkwater of the West Village restaurant Dell’anima has proved how well wine, rum and bitters can work together. This drink is named after the Italian city where residents re-enact the Battle of the Oranges and pelt each other with the fruit.","In a mixing glass, muddle the fruits. Fill with ice, add the other ingredients and shake. Strain into a highball over ice. Float the Moscato on top. Garnish with a lemon twist.","20drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12454-sous-le-soleil","Sous le Soleil","Rosie Schaap","A homage to my mom, who loved the song of a similar name by Godard’s muse Anna Karina.","In a mixing glass, muddle the grapefruit with the bitters. Fill with ice, add the other ingredients and shake vigorously. Strain into a chilled coupe Garnish with a grapefruit twist","20drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12434-gin-southside-fizz","Gin: Southside Fizz","Mark Bittman","The fizz comes from the soda. The buzz comes from the gin. The cool comes from the muddled mint.","Muddle mint leaves and simple syrup in a mixing glass; add the gin and lemon juice; shake. Strain into a glass of ice and finish with club soda. Garnish: more mint.","Southside-Fizz-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12441-bourbon-old-fashioned","Bourbon: Old-Fashioned","Mark Bittman","This simply made and elegant cocktail focuses on the flavor of the bourbon, so keep that in mind when shopping for booze because bad-tasting liquor makes a lousy drink. Still, that doesn’t mean that you have to break the bank.","Muddle the sugar cube the Angostura bitters. Add ice and pour in the whiskey. Garnish: lemon twist.","Old-Fashioned-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12440-tequila-el-diablo","Tequila: El Diablo","Mark Bittman","Crème de cassis is a deep red liqueur made from black currants, and it gives this drink its reddish color. The ginger beer makes this drink bubbly and refreshing, the perfect sip on a warm evening.","Combine lots of ice, the tequila, triple sec and lime juice in a mixing glass and shake. Add 1 1/2 tablespoons crème de cassis. Shake and strain into a glass with ice and top with ginger beer. Garnish: lemon wedge.","El-Diablo-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12432-gin-tom-collins","Gin: Tom Collins","Mark Bittman","","Combine lots of ice, gin, lemon juice and simple syrup in a mixing glass and shake. Strain into a glass of ice and top with club soda. Garnish: Lemon wedge.","Tom-Collins-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12439-tequila-paloma","Tequila: Paloma","Mark Bittman","The paloma gives a starring role to the grapefruit, using its juice and garnishing with a beautiful wedge. It can be made with regular old grapefruit, but it also be made more festive by using a ruby-red grapefruit.","Combine lots of ice, the tequila, lime juice and grapefruit juice in a mixing glass and shake. Top with soda. Salt the rim of another glass and strain in the mixture. Garnish: Grapefruit wedge.","Paloma-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12437-vodka-cosmopolitan","Vodka: Cosmopolitan","Mark Bittman","A little more dressy than the working-class vodka cranberry. The cosmopolitan is just that, a little sip of sophistication (and a throw-back to the “Sex and the City” girls).","Add lime juice, triple sec and cranberry juice to the vodka and soda. Shake and strain into a chilled glass. Garnish: orange twist.","Cosmopolitan-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12442-bourbon-manhattan","Bourbon: Manhattan","Mark Bittman","A Manhattan is generally made with rye whiskey. Here we’re using its sweeter cousin, bourbon, with a splash of sweet vermouth. You’ll see precise measurements. But use this recipe as a guideline, and customize according to your preference.","Add 2 tablespoons sweet vermouth to the ice and whiskey and gently stir; strain into a glass. Garnish: Maraschino cherry.","Manhattan-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12370-cara-cara-citrus-liqueur","Cara Cara Citrus Liqueur","Cathy Barrow","","Sterilize 2 glass quart jars, with lids, by running them through the dishwasher or immersing them in boiling water for 10 minutes. With a vegetable peeler, remove the peel, not the pith, from 4 or 5 oranges. Place 1 1/2 ounces of peel into each quart jar. Juice all the oranges to yield about 1 1/2 cups of liquid. Press the juice through a fine strainer to remove pulp and seeds. You should have about 1 cup. In a small saucepan, bring the sugar and water to a boil. Add the juice to the sugar syrup in a steady stream, stirring continually. Bring the flavored syrup back to a boil, then pour half into each jar. Allow the mixture to cool completely, then pour 2 cups of vodka into each jar. Shake the jars well, then tuck them into the back corner of a closet. After one month, strain the liquid. Pour the citrus liqueur into decorative bottles with caps or corks. It will be ready to drink, but will become even more flavorful after another month.","04TRIPLESEC1_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015308-the-boulevardier","The Boulevardier","Toby Cecchini","It’s puzzling that the Boulevardier cocktail hasn’t found wider fame in the current fast-moving mixology environment, where old and storied is as revered as bitter and brown. Ask most mustached bar wags what their favorite cocktail is and a strong percentage would cite either the Negroni or the Manhattan. No surprise there; these are bedrock classics. Ask those same self-anointed experts to make you a Boulevardier and a strong percentage might be left scratching their heads. The Boulevardier is a marvel of a cocktail with an enviably colorful peerage, and it’s effectively the bastard child of those two other cocktails. In colder months, it’s a magnificent drink to have as a fallback when you want something richer and more complex than just a whiskey but can never seem to think of what else to order. It’s composed of two parts American whiskey, with one part each of sweet vermouth and Campari. Taken one way, it’s a Manhattan with a portion of Campari swapped in for the regular few drops of Angostura or other aromatic bitters. Seen the other way, it’s a Negroni with whiskey in place of the gin.","Stir ingredients together in a mixing glass filled with ice, strain into either a stemmed cocktail glass or a rocks glass with ice, to preference. Garnish with a twist of lemon zest.","The-Boulevardier-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015603-massaman-syrup","Massaman Syrup","Jeff Gordinier","","Combine all spices in a saucepan over low heat. Toast lightly for a few minutes. Add sugar and water and bring contents to a boil. Once boiling, turn the heat off and allow the mixture to steep for at least two hours. Strain the contents through a sieve to remove solids, and pour into an airtight container. Syrup will keep for up to two weeks in the refrigerator.","4.png","pattern-4 fixed-height"
"/recipes/1015602-massa-man-hattan","Massa[man]hattan","Jeff Gordinier","","Combine rye, vermouth and syrup over ice. Stir for 30 seconds, or until very well chilled. Strain into a lowball glass. Top with four dashes of bitters. Garnish with a nickel-sized coin of orange rind.","DJ-cocktail-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12209-christmas-glogg-with-brandy-and-port","Christmas Glogg With Brandy and Port","Melissa Clark","","Using metal tongs, hold the orange peel over a flame until it starts to singe and brown in spots. Put it in a large pot. Using the flat side of a knife or cleaver, or a rolling pin or mallet, crack and bruise the cardamom pods. Add to the pot with the orange peel. Add the wine, port, brandy, sugar, cloves and cinnamon. Gently simmer over low heat until the whole house smells like spice, about 20 minutes. Taste and add more sugar if you want it sweeter. Serve garnished with raisins and almonds if you like.","Christmas-Glogg-videoSixteenByNine310.jpg","fixed-height"
