"recipe.link","ingredient","ingredient.quantity","ingredient.as.written"
"/recipes/12003-the-dirtiest-martini","Basil","1","organic basil leaf"
"/recipes/11478-waiting-to-exhale","Disaronno","1","ounce Disaronno"
"/recipes/11478-waiting-to-exhale","Grand Marnier","1","ounce Grand Marnier"
"/recipes/11478-waiting-to-exhale","Grey Goose","1","ounce Grey Goose Vodka"
"/recipes/11478-waiting-to-exhale","Alizé","1","ounce Alizé"
"/recipes/11478-waiting-to-exhale","Hawaiian Punch","3","ounces Hawaiian punch"
"/recipes/786-applejack-cobbler","Sugar","1","cup sugar"
"/recipes/786-applejack-cobbler","Cranberries","12","ounces cranberries, washed and picked over"
"/recipes/786-applejack-cobbler","Orange","1","orange slice 1 1/4-inch thick, cut in half"
"/recipes/786-applejack-cobbler","Applejack","2","ounces applejack"
"/recipes/786-applejack-cobbler","House Sweet Vermouth","½","ounce sweet vermouth"
"/recipes/786-applejack-cobbler","Apple Schnapps","½","ounce apple schnapps"
"/recipes/786-applejack-cobbler","Angostura Aromatic Bitters","2","dashes of Angostura bitters"
"/recipes/786-applejack-cobbler","Pomegranate Molasses","1","teaspoon pomegranate molasses"
"/recipes/8523-el-floridita-daiquiri","Matusalem Platino","2","ounces white rum (Matusalem Platino, Appleton White or Brugal White are all fine choices)"
"/recipes/8523-el-floridita-daiquiri","Lime","1","ounce fresh lime juice"
"/recipes/8523-el-floridita-daiquiri","Grapefruit","1","ounce fresh pink grapefruit juice"
"/recipes/8523-el-floridita-daiquiri","Maraschino","¾","ounce maraschino liqueur"
"/recipes/8523-el-floridita-daiquiri","DROP","1","teaspoon superfine sugar, optional"
"/recipes/7231-sangrita","Orange","2","cups orange juice"
"/recipes/7231-sangrita","Ketchup","4","tablespoons ketchup"
"/recipes/7231-sangrita","Soy Sauce","2","tablespoons soy sauce"
"/recipes/7231-sangrita","Worcestershire Sauce","2","tablespoons Worcestershire sauce"
"/recipes/7231-sangrita","Tabasco Sauce","1","tablespoon Tabasco sauce"
"/recipes/7231-sangrita","Lime","","Juice of 2 limes"
"/recipes/8354-tears-of-the-prophet","Absolut Mandrin","1 ½","ounces Absolut Mandrin vodka"
"/recipes/8354-tears-of-the-prophet","Pomegranate Juice","1","ounce pomegranate juice"
"/recipes/8354-tears-of-the-prophet","Mint","","Sprig of mint"
"/recipes/7727-prosecco-and-lovage-cocktail","Sugar","1","cup sugar"
"/recipes/7727-prosecco-and-lovage-cocktail","Lovage","½","cup lovage leaves"
"/recipes/7727-prosecco-and-lovage-cocktail","House Prosecco","1","bottle (750 milliliters) prosecco or other sparkling wine, chilled"
"/recipes/7727-prosecco-and-lovage-cocktail","Lime","8","lime wedges, optional"
"/recipes/10770-the-floradora","Absolut Raspberri","1 ½","Absolut Raspberri"
"/recipes/10770-the-floradora","Lime","½","ounce fresh lime juice"
"/recipes/10770-the-floradora","Monin Raspberry Syrup","1","ounce Monin raspberry syrup"
"/recipes/10770-the-floradora","Ginger Ale","","Ginger ale (about 6 ounces)"
"/recipes/10770-the-floradora","Lime","","Lime slice"
"/recipes/10770-the-floradora","DROP","","Edible flower optional"
"/recipes/10439-the-grape-royale","Grape Juice","¼","ounce dark purple grape juice"
"/recipes/10439-the-grape-royale","Grappa Nonino Merlot","¼","ounce grappa (Café Gray uses Nonino Merlot grappa)"
"/recipes/10439-the-grape-royale","Vouvray Foreau","4 ½","ounces Vouvray Foreau, sparkling white wine or Champagne"
"/recipes/10439-the-grape-royale","Grapes Champagne","","Small bunch Champagne grapes"
"/recipes/10439-the-grape-royale","Superfine Sugar","1","tablespoon superfine sugar"
"/recipes/10000-tom-yumtini","House Vodka","1","750-milliter bottle vodka"
"/recipes/10000-tom-yumtini","Lemongrass","2","stalks lemon grass"
"/recipes/10000-tom-yumtini","Lime","4","kaffir lime leaves"
"/recipes/10000-tom-yumtini","Simple Syrup","1","ounce simple syrup"
"/recipes/10000-tom-yumtini","Lemon","1","ounce fresh lemon juice"
"/recipes/10000-tom-yumtini","Lemongrass","1","3-inch piece fresh lemon grass"
"/recipes/11578-texas-two-step","House Tequila","2","ounces of tequila"
"/recipes/11578-texas-two-step","House Rum","2","ounces of rum"
"/recipes/11578-texas-two-step","Blue Curaçao","¼","ounce blue Curaçao"
"/recipes/11578-texas-two-step","Cointreau","¼","ounce Cointreau"
"/recipes/11578-texas-two-step","Lime","","Splash of fresh lime juice"
"/recipes/11578-texas-two-step","Sour Mix","","Dash of sour mix"
"/recipes/11578-texas-two-step","Orange","","Orange twist"
"/recipes/11304-blackberry-martinis","Sugar","1","cup plus 1 tablespoon sugar"
"/recipes/11304-blackberry-martinis","Blackberries","2","cups blackberries"
"/recipes/11304-blackberry-martinis","House Berry Brandy","¼","cup berry brandy or crème de cassis"
"/recipes/11304-blackberry-martinis","Lemon","4","lemon wedges"
"/recipes/11304-blackberry-martinis","Superfine Sugar","","Superfine sugar"
"/recipes/11304-blackberry-martinis","House Gin","1","cup gin (or vodka)"
"/recipes/11304-blackberry-martinis","Triple Sec","2","tablespoons Triple Sec"
"/recipes/11304-blackberry-martinis","Lemon","2","tablespoons fresh lemon juice"
"/recipes/11203-vietnamese-sangria","House Gewürztraminer","6","ounces gewürztraminer"
"/recipes/11203-vietnamese-sangria","Orange Curaçao","1","ounce Curaçao"
"/recipes/11203-vietnamese-sangria","Muscat de Beaume de Venise","¼","ounce muscat de Beaume de Venise"
"/recipes/11203-vietnamese-sangria","Litchi","½","ounce litchi juice"
"/recipes/11203-vietnamese-sangria","Sugar","1","teaspoon sugar"
"/recipes/11203-vietnamese-sangria","House Champagne","1 ½","ounces Champagne"
"/recipes/11203-vietnamese-sangria","Orange","","Orange slice"
"/recipes/11203-vietnamese-sangria","Litchi","1","litchi"
"/recipes/10925-the-james-bond-melon-ball","Watermelon","1","large watermelon"
"/recipes/10925-the-james-bond-melon-ball","House Vodka","7","ounces vodka"
"/recipes/10925-the-james-bond-melon-ball","Grand Marnier","2","ounces Grand Marnier"
"/recipes/10925-the-james-bond-melon-ball","Lime","2","ounces freshly squeezed lime juice"
"/recipes/10925-the-james-bond-melon-ball","House Champagne","","Splash of Champagne or sparkling wine"
"/recipes/7137-dark-and-stormy","Gosling's Black Seal","2","ounces Gosling's Black Seal rum"
"/recipes/7137-dark-and-stormy","Ginger Beer","5","ounces AJ Stephans ginger beer"
"/recipes/7137-dark-and-stormy","Lime","","Lime wedge"
"/recipes/6284-tango-304","Cruzan 5-year","2","ounces Cruzan 5-year rum"
"/recipes/6284-tango-304","Tangerine","4","ounces Essn tangerine juice"
"/recipes/6284-tango-304","Pineapple","1","ounce pineapple juice"
"/recipes/6284-tango-304","7up","½","ounce of 7Up"
"/recipes/6284-tango-304","Lime","","Lime wedge"
"/recipes/9156-gansevoort-fizz","Appleton v/x","2","ounces Appleton V/X rum"
"/recipes/9156-gansevoort-fizz","Drambuie","1","ounce Drambuie"
"/recipes/9156-gansevoort-fizz","Lemon","1","ounce freshly squeezed lemon juice"
"/recipes/9156-gansevoort-fizz","Peychaud's Bitters","2","ashes Peychaud's bitters"
"/recipes/9156-gansevoort-fizz","Seltzer Water","2 to 3","ounces chilled seltzer"
"/recipes/8328-ginger-daiquiri","Orange","","orange peel"
"/recipes/8328-ginger-daiquiri","Sugar Ginger","","ginger sugar (seal 6 ounces turbinado sugar with 1 ounce fresh ginger root in a jar for a week; shake the jar every day)"
"/recipes/8328-ginger-daiquiri","Rum White Haitian","2","ounces white Haitian rum"
"/recipes/8328-ginger-daiquiri","Cointreau","½","ounce Cointreau"
"/recipes/8328-ginger-daiquiri","Meyer Lemon","½","ounce Meyer lemon juice"
"/recipes/8328-ginger-daiquiri","Ginger Syrup","½","ounce ginger-infused simple syrup (simple syrup macerated with peeled fresh ginger root; 4 ounces ginger will yield one pint; macerate two days)"
"/recipes/7750-the-per-se","Ciroc","2","ounces Ciroc Vodka"
"/recipes/7750-the-per-se","Pineau des Charentes","1","ounce Pineau des Charentes"
"/recipes/7750-the-per-se","Grand Marnier","","Dash of Grand Marnier"
"/recipes/7750-the-per-se","Berries-Gooseberry","1","gooseberry"
"/recipes/7750-the-per-se","Lime","","Twist of lime"
"/recipes/6385-cranberry-liqueur","Cranberries","2","cups frozen cranberries"
"/recipes/6385-cranberry-liqueur","Sugar","1","cup plus 2 tablespoons sugar"
"/recipes/6385-cranberry-liqueur","House Vodka","1 ½","cups vodka"
"/recipes/6385-cranberry-liqueur","Cinnamon","2","cinnamon sticks"
"/recipes/7981-french-75","House Cognac","2","ounces of Cognac"
"/recipes/7981-french-75","Maraschino","1","ounce maraschino liqueur"
"/recipes/7981-french-75","Cointreau","1","ounce of Cointreau"
"/recipes/7981-french-75","Lemon","1","dash of fresh lemon juice"
"/recipes/7981-french-75","Orange","","Orange twist"
"/recipes/7981-french-75","House Champagne","1","ounce Champag"
"/recipes/7271-sir-francis-drake","Juice Clamato","4","ounces Mott's Clamato juice"
"/recipes/7271-sir-francis-drake","Celery Salt","","Dash each of celery salt,black pepper,Tabasco and freshly grated horseradish"
"/recipes/7271-sir-francis-drake","Black Pepper","","Dash of black pepper"
"/recipes/7271-sir-francis-drake","Tabasco Sauce","","Dash of Tabasco"
"/recipes/7271-sir-francis-drake","Horseradish","","Dash of freshly grated horseradish"
"/recipes/7271-sir-francis-drake","Tio Pepe Dry Sherry","2","ounces Tio Pepe dry sherry"
"/recipes/7271-sir-francis-drake","Lemon","","Lemon wedge"
"/recipes/12088-bleeding-heart","House White Rum","1","ounce white rum"
"/recipes/12088-bleeding-heart","House Dark Rum","1","ounce dark (or gold) rum"
"/recipes/12088-bleeding-heart","Cointreau","½","ounce Cointreau or triple sec"
"/recipes/12088-bleeding-heart","Lime","","Juice of 1 lime wedge"
"/recipes/12088-bleeding-heart","Blood Orange","4","ounces blood orange juice"
"/recipes/12088-bleeding-heart","Mixed Citrus","","Wedges of orange, lime and tangerine, as a garnish"
"/recipes/8946-apple-martini","House Vodka","5","ounces vodka"
"/recipes/8946-apple-martini","Apple Berentzen","2","ounces Berentzen apple liqueur"
"/recipes/8946-apple-martini","Melon Midori","1","ounce Midori melon liqueur"
"/recipes/8946-apple-martini","Green Apple","","slice of green apple, for garnish"
"/recipes/10465-blood-orange-cabernet-martini","Purée Blood-Orange","1","ounce blood-orange purée"
"/recipes/10465-blood-orange-cabernet-martini","Stoli Oranj","1","ounce Stoli Oranj vodka"
"/recipes/10465-blood-orange-cabernet-martini","House Cabernet-Merlot","2","ounces cabernet-merlot"
"/recipes/10465-blood-orange-cabernet-martini","Simple Syrup","½","ounce simple syrup"
"/recipes/10465-blood-orange-cabernet-martini","Edible Flowers","1","edible flower"
"/recipes/9887-wolfs-royal-cream-soda","Absolut","1 ¼","ounce Absolut Vodka"
"/recipes/9887-wolfs-royal-cream-soda","Cream Soda","5","ounces Dr. Brown's cream soda"
"/recipes/9887-wolfs-royal-cream-soda","Lime","","Lime slice"
"/recipes/11711-mango-mojito","Purée Mango","1","tablespoon mango purée (recipe follows)"
"/recipes/11711-mango-mojito","Sugar","1","tablespoon sugar"
"/recipes/11711-mango-mojito","Lime","½","lime"
"/recipes/11711-mango-mojito","Mint","4","fresh mint leaves"
"/recipes/11711-mango-mojito","House White Rum","3","ounces light rum"
"/recipes/11711-mango-mojito","Mango Rum","1 ½","ounces mango rum (or substitute with 1 tablespoon mango purée and 1 ounce light rum)"
"/recipes/11711-mango-mojito","Mango","1","slice ripe mango, skin on, for garnish"
"/recipes/11711-mango-mojito","Mango","1","ripe mango, peeled and cut into small chunks"
"/recipes/11711-mango-mojito","Mango Juice","6","ounces canned or bottled mango juice"
"/recipes/11710-pomegranate-daiquiri","Pomegranate Syrup","1","teaspoon pomegranate syrup or molasses"
"/recipes/11710-pomegranate-daiquiri","Montecristo","2","ounces Montecristo rum (or other dark rum)"
"/recipes/11710-pomegranate-daiquiri","Orange","2","ounces orange juice"
"/recipes/9117-the-martini","House Gin","3","ounces of gin"
"/recipes/9117-the-martini","House Dry Vermouth","½","ounce of dry vermouth"
"/recipes/9117-the-martini","Olives Green","","Green olive"
"/recipes/8188-red-lemon","Bacardi Limón","2","ounces Bacardi Limón"
"/recipes/8188-red-lemon","Red Bull","2","ounces Red Bull"
"/recipes/7508-sparkling-mango","House Vodka","¾","ounces of 80 proof vodka"
"/recipes/7508-sparkling-mango","Fruja Mango Hiram Walker","¾","ounces of Hiram Walker Fruja Mango"
"/recipes/7508-sparkling-mango","Lemon","½","ounces of freshly squeezed lemon juice"
"/recipes/7508-sparkling-mango","House Champagne","","Chilled Champagne or sparkling water"
"/recipes/7508-sparkling-mango","Mango","","Thin slice of fresh mango"
"/recipes/6931-southside","House Gin","2","ounces of gin (or vodka or white or dark rum)"
"/recipes/6931-southside","Lemon","","juice of half a lemon"
"/recipes/6931-southside","Sugar","","sugar to taste"
"/recipes/6931-southside","Mint","","leaves of fresh mint"
"/recipes/5891-yellow-desert-rose","Southern Comfort","1","ounce Southern Comfort"
"/recipes/5891-yellow-desert-rose","House Tequila","1","ounce tequila"
"/recipes/5891-yellow-desert-rose","Orange","","Orange juice"
"/recipes/5891-yellow-desert-rose","Grenadine","","Grenadine"
"/recipes/5891-yellow-desert-rose","Pineapple","","Slices of pineapple, orange and lime, for garnish"
"/recipes/9647-classic-margarita","Lime","","Lime slice, 1/2 inch thick, for salting glass"
"/recipes/9647-classic-margarita","Kosher Salt","","Kosher salt"
"/recipes/9647-classic-margarita","House Blanco Tequila","2","ounces silver tequila"
"/recipes/9647-classic-margarita","Cointreau","1","ounce Cointreau"
"/recipes/9647-classic-margarita","Lime","¾","ounce fresh lime juice"
"/recipes/8687-la-paloma","Herradura Hacienda del Cristero","1 ½","ounces Herradura Hacienda del Cristero Blanco tequila"
"/recipes/8687-la-paloma","Lime","¾","ounce fresh lime juice (half a lime)"
"/recipes/8687-la-paloma","Mexican Squirt Soda","4","ounces Mexican Squirt soda (or 1 ounce freshly squeezed grapefruit juice and 3 ounces 7Up)"
"/recipes/11105-bottinos-sangria","Seasonal Fruit","2","cups diced seasonal fruit: strawberries or peaches"
"/recipes/11105-bottinos-sangria","Orange","½","orange, peeled, seeded and sliced in thin wedges"
"/recipes/11105-bottinos-sangria","Lemon","","Zest of 1/2 lemon"
"/recipes/11105-bottinos-sangria","Sugar","2","tablespoons granulated sugar"
"/recipes/11105-bottinos-sangria","Recioto della Valpolicella","1","cup Recioto della Valpolicella or port"
"/recipes/11105-bottinos-sangria","Vernaccia di San Gimignano","1","750 milliliter bottle Vernaccia di San Gimignano or other dry white wine, well chilled"
"/recipes/10851-bellini","White Peach","3 to 4","ripe white peaches"
"/recipes/10851-bellini","House Prosecco","1","bottle of prosecco, chilled"
"/recipes/10769-red-snapper-bloody-mary","House Vodka","1","ounce of vodka"
"/recipes/10769-red-snapper-bloody-mary","Tomato Juice","2","ounces of tomato juice (The St. Regis uses Sacramento tomato juice.)"
"/recipes/10769-red-snapper-bloody-mary","Lemon","1","dash of lemon juice"
"/recipes/10769-red-snapper-bloody-mary","Salt","2","dashes of salt"
"/recipes/10769-red-snapper-bloody-mary","Black Pepper","2","dashes of black pepper"
"/recipes/10769-red-snapper-bloody-mary","Cayenne Pepper","2","dashes of cayenne pepper"
"/recipes/10769-red-snapper-bloody-mary","Worcestershire Sauce","3","dashes Worcestershire sauce"
"/recipes/6437-the-vamp","Dewar's White Label","2","ounces Scotch (preferably Dewar's White Label)"
"/recipes/6437-the-vamp","Gran Gala","½","ounce orange liqueur (preferably Gran Gala)"
"/recipes/6437-the-vamp","Orange","2","ounces orange juice"
"/recipes/6437-the-vamp","Lemon","½","ounce fresh lemon juice"
"/recipes/6437-the-vamp","Angostura Aromatic Bitters","2","dashes of Angostura bitters"
"/recipes/8990-the-snack-bar-pitcher","House Lemon Vodka","4","ounces lemon vodka"
"/recipes/8990-the-snack-bar-pitcher","Créme de Framboise","1","ounce créme de framboise"
"/recipes/8990-the-snack-bar-pitcher","Grapefruit","8","ounces juice from freshly squeezed grapefruit (save a slice as garnish)"
"/recipes/8990-the-snack-bar-pitcher","Vin du Bugey","8","ounces sparkling white wine or sparkling rosé (Vin du Bugey or a Loire Valley sparkling wine)"
"/recipes/8990-the-snack-bar-pitcher","Raspberries","10","fresh raspberries"
"/recipes/8111-the-bone","Wild Turkey","2","ounces of Wild Turkey rye"
"/recipes/8111-the-bone","Lime","1","teaspoon of freshly squeezed lime juice"
"/recipes/8111-the-bone","Superfine Sugar","¾","teaspoon of superfine sugar"
"/recipes/8111-the-bone","Tabasco Sauce","2","dashes of Tabasco sauce"
"/recipes/7546-mango-batido","Sorbet Mango","","32-ounce scoops mango sorbet"
"/recipes/7546-mango-batido","Ice Cream Vanilla","","12-ounce scoop vanilla ice cream"
"/recipes/7546-mango-batido","Mango","¾","cup diced mango"
"/recipes/7546-mango-batido","Milk","5","ounces cold milk"
"/recipes/7450-silver-king","Bombay Gin","2","ounces of gin (preferably Bombay)"
"/recipes/7450-silver-king","Lemon","1","ounce of lemon juice"
"/recipes/7450-silver-king","Simple Syrup","1","teaspoon of simple syrup"
"/recipes/7450-silver-king","House Orange Bitters","4","dashes of orange bitters"
"/recipes/7450-silver-king","Egg","","White of one egg"
"/recipes/7450-silver-king","Soda Water","1","ounce of soda water"
"/recipes/7450-silver-king","Orange","","Orange slice for garnish"
"/recipes/6589-singapore-sling","House Gin","1 ½","ounces of gin"
"/recipes/6589-singapore-sling","House Cherry Brandy","1 ½","ounces of cherry brandy"
"/recipes/6589-singapore-sling","Sour Mix","","Sour mix"
"/recipes/6589-singapore-sling","Soda Water","","Soda"
"/recipes/6589-singapore-sling","Lime","","Fresh lime juice"
"/recipes/6589-singapore-sling","Brandied Cherries","","Maraschino cherry and orange slice"
"/recipes/8822-town-plum","Grape Cîroc","1 ½","ounces Cîroc grape vodka"
"/recipes/8822-town-plum","Plum Nectar","¾","ounce plum nectar"
"/recipes/8822-town-plum","Lime","¼","fresh squeezed lime"
"/recipes/8822-town-plum","Lemon","¼","fresh squeezed lemon"
"/recipes/8822-town-plum","Grapes Red","","A few purple grapes"
"/recipes/7934-shanghai-cosmo","Skyy","1 ½","ounces of Skyy vodka"
"/recipes/7934-shanghai-cosmo","Plum Sake","1","ounce of plum sake"
"/recipes/7934-shanghai-cosmo","Cranberry Juice","1","ounce of cranberry juice"
"/recipes/7934-shanghai-cosmo","Guanabana Juice","","Splash of guanabana juice"
"/recipes/7934-shanghai-cosmo","Pineapple Juice","","Splash of pineapple juice"
"/recipes/7934-shanghai-cosmo","Lime","","Splash of lime juice"
"/recipes/7934-shanghai-cosmo","Lemon","","French-cut lemon twist"
"/recipes/7198-the-incredible-hulk","Hennessy","1","ounce of Hennessy"
"/recipes/7198-the-incredible-hulk","Hpnotiq","1","ounce of Hpnotiq"
"/recipes/7198-the-incredible-hulk","Brandied Cherries","3","maraschino cherries with stems"
"/recipes/5963-bella-donna","Cinnamon Sugar","","Cinnamon sugar"
"/recipes/5963-bella-donna","Gosling's Black Seal","1","ounce Gosling's Black Seal Rum"
"/recipes/5963-bella-donna","Amaretto di Aronno","1","ounce Amaretto di Saronno"
"/recipes/5963-bella-donna","Sour Mix","2","tablespoons fresh sour mix (combine 1 tablespoon each of sugar, water, lemon and lime juices)"
"/recipes/11821-french-martini","Green Apple","","Thinly sliced green apples"
"/recipes/11821-french-martini","Sea Salt","","Pinch of fleur de sel"
"/recipes/11821-french-martini","House Vodka","1","ounce vodka"
"/recipes/11821-french-martini","Chambord Liqueur Royale de France","¼","ounce Chambord Liqueur Royale de France"
"/recipes/11821-french-martini","Pineapple Juice","","Splash of pineapple juice"
"/recipes/11821-french-martini","Apple Cider","","Splash of apple cider"
"/recipes/11385-hendricks-gin-gibson","Hendrick's Gin","3","ounces of Hendrick's gin"
"/recipes/11385-hendricks-gin-gibson","House Dry Vermouth","","A touch of dry vermouth"
"/recipes/11385-hendricks-gin-gibson","Onions Cocktail","","Cocktail onions"
"/recipes/11669-tablatini","Pineapple Juice","2","cups pineapple juice"
"/recipes/11669-tablatini","Lemon Grass","8","stalks fresh lemon grass, 6 coarsely chopped and 2 halved crosswise"
"/recipes/11669-tablatini","Pineapple","4","small fresh pineapple wedges"
"/recipes/11669-tablatini","Absolut Citron","8","ounces of Absolut Citron vodka"
"/recipes/11669-tablatini","Lime","","Juice of 1 lime"
"/recipes/11406-the-old-fashioned","House Rye","","2-3 ounces bourbon or rye whiskey"
"/recipes/11406-the-old-fashioned","Orange","1","slice half orange"
"/recipes/11406-the-old-fashioned","Lemon","1","lemon twist"
"/recipes/11406-the-old-fashioned","Brandied Cherries","1","maraschino cherry"
"/recipes/11406-the-old-fashioned","Superfine Sugar","1","teaspoon superfine sugar or 2 tablespoons simple syrup"
"/recipes/11406-the-old-fashioned","Angostura Aromatic Bitters","4","dashes Angostura bitters"
"/recipes/10645-sake-sunrise","House Sake","1","liter of room-temperature sake (any sake)"
"/recipes/10645-sake-sunrise","House Sake","1","cup hot sake, just below boiling"
"/recipes/10645-sake-sunrise","Apricot Dried","1","tablespoon dried apricot"
"/recipes/10645-sake-sunrise","Dried Peach","1","tablespoon dried peach"
"/recipes/10645-sake-sunrise","Ginger","½","teaspoon ginger"
"/recipes/10645-sake-sunrise","Vanilla Bean","¼","stick vanilla pod (about 1 inch on the pod)"
"/recipes/10413-the-negroni","Campari","1","ounce Campari"
"/recipes/10413-the-negroni","Carpano Antica","1","ounce sweet vermouth (Carpano Antica Formula or Martini & Rossi)"
"/recipes/10413-the-negroni","House Gin","3","ounces gin"
"/recipes/10413-the-negroni","Lemon","","Orange slice or lemon twist for garnish"
"/recipes/11534-cuba-libre","Coca-Cola","3","ounces Coca-Cola"
"/recipes/11534-cuba-libre","House Rum","1","ounce rum"
"/recipes/11534-cuba-libre","House Gin","½","ounce gin"
"/recipes/11534-cuba-libre","House Aromatic Bitters","2","dashes bitters"
"/recipes/11534-cuba-libre","Lime","¼","lime"
"/recipes/11534-cuba-libre","Club Soda","","Dash of club soda"
"/recipes/11055-manhattan","House Aromatic Bitters","","Bitters"
"/recipes/11055-manhattan","Maker's Mark","2 ½","ounces Maker's Mark bourbon (or rye if you prefer)"
"/recipes/11055-manhattan","House Sweet Vermouth","1","ounce sweet vermouth"
"/recipes/11055-manhattan","Brandied Cherries","","Maraschino cherry or lemon twist for garnish"
"/recipes/10664-mello-jell-o-shot","Melon Midori","3","cups Midori melon liqueur"
"/recipes/10664-mello-jell-o-shot","Gelatin Sheets","8","sheets baker's gelatin"
"/recipes/10664-mello-jell-o-shot","Watermelon","2","cups watermelon juice"
"/recipes/10664-mello-jell-o-shot","Simple Syrup","½","cup simple syrup"
"/recipes/10664-mello-jell-o-shot","Orange Stolichnaya","2","cups Stolichnaya orange vodka"
"/recipes/10664-mello-jell-o-shot","Currants Dried","¼","cup dried currants, optional"
"/recipes/10664-mello-jell-o-shot","DROP","3","ounces crème de cassis, optional"
"/recipes/6420-gin-and-tonic","Lime","5","limes, room temperature"
"/recipes/6420-gin-and-tonic","House Gin","16","ounces of gin"
"/recipes/6420-gin-and-tonic","DROP","","Cracked ice"
"/recipes/6420-gin-and-tonic","Tonic Water","1","liter tonic water, chilled"
"/recipes/9646-mojito","Mint","1","ounce mint leaves, torn in half"
"/recipes/9646-mojito","Lime","2","ounces fresh lime juice"
"/recipes/9646-mojito","House White Rum","1 ½","ounces white rum"
"/recipes/9646-mojito","Superfine Sugar","1","teaspoon extra-fine granulated sugar"
"/recipes/9646-mojito","DROP","","Crushed ice"
"/recipes/9646-mojito","Club Soda","4","ounces club soda"
"/recipes/11551-the-bombardier","Bombay Gin","2","ounces Bombay gin"
"/recipes/11551-the-bombardier","Orange","¼","ounce orange juice"
"/recipes/11551-the-bombardier","Lime","½","ounce fresh lime juice"
"/recipes/11551-the-bombardier","Club Soda","3","ounces club soda"
"/recipes/11551-the-bombardier","Tonic Water","3","ounces tonic"
"/recipes/11551-the-bombardier","Grenadine","","dash Grenadine"
"/recipes/11551-the-bombardier","Mint","1","fresh mint leaf for garnish"
"/recipes/11068-red-wine-caipirinha","Sugar","2","teaspoons granulated sugar"
"/recipes/11068-red-wine-caipirinha","Lime","½","lime, cut into 4 wedges"
"/recipes/11068-red-wine-caipirinha","House Rioja","3","ounces red wine, preferably Rioja"
"/recipes/10651-the-white-cosmopolitan","House Citrus Vodka","2","ounces citrus vodka"
"/recipes/10651-the-white-cosmopolitan","White Cranberry Juice","4","ounces white cranberry juice"
"/recipes/10651-the-white-cosmopolitan","Lime","1","ounce fresh lime juice"
"/recipes/10651-the-white-cosmopolitan","Sugar","1","ounce sugar"
"/recipes/10651-the-white-cosmopolitan","DROP","","water"
"/recipes/9695-long-island-iced-tea","House Vodka","½","ounce vodka"
"/recipes/9695-long-island-iced-tea","House Gin","½","ounce gin"
"/recipes/9695-long-island-iced-tea","House White Rum","½","ounce white rum"
"/recipes/9695-long-island-iced-tea","House Tequila","½","ounce tequila"
"/recipes/9695-long-island-iced-tea","Cointreau","½","ounce Cointreau"
"/recipes/9695-long-island-iced-tea","Bass","¼","ounce dark beer like Bass"
"/recipes/9695-long-island-iced-tea","Sour Mix","","Sour mix"
"/recipes/9695-long-island-iced-tea","Lemon","","Splash of fresh lemon juice"
"/recipes/9695-long-island-iced-tea","Coca-Cola","","Splash of Coke"
"/recipes/11535-sidecar","Courvoisier","1 ½","ounces Courvoisier"
"/recipes/11535-sidecar","Cointreau","¾","ounce Cointreau"
"/recipes/11535-sidecar","Lemon","½","ounce of fresh-squeezed lemon juice"
"/recipes/11028-loco-rumba","House White Rum","1 ½","ounces of light rum"
"/recipes/11028-loco-rumba","Loco Mango","3 ½","ounces of Loco Mango"
"/recipes/11028-loco-rumba","Grenadine","","Splash of grenadine"
"/recipes/11028-loco-rumba","Lemon","","Lime or lemon wedges, to garnish"
"/recipes/12053-legare-street-punch","Cointreau","1","750-milliliter bottle Cointreau"
"/recipes/12053-legare-street-punch","House Vodka","1","750-milliliter bottle vodka"
"/recipes/12053-legare-street-punch","Club Soda","3","1-liter bottles club soda"
"/recipes/12053-legare-street-punch","Juice Orange Concentrate","1","6-ounce can frozen orange juice concentrate"
"/recipes/12053-legare-street-punch","Juice Pineapple Concentrate","1","6-ounce can frozen pineapple juice concentrate"
"/recipes/12053-legare-street-punch","DROP","","Ice (optional)"
"/recipes/12053-legare-street-punch","Orange","","Orange slices decorated with cranberries popunds and studded with cloves"
"/recipes/11555-bemelmans-barter","Courvoisier V.S.","1 ½","ounces V.S. Cognac, like Courvoisier V.S. or Hennessy V.S"
"/recipes/11555-bemelmans-barter","Orange Curaçao","5","ounces orange Curaçao"
"/recipes/11555-bemelmans-barter","Pineapple","1","ounce pineapple juice"
"/recipes/11555-bemelmans-barter","Angostura Aromatic Bitters","1","dash Angostura bitters"
"/recipes/11555-bemelmans-barter","Nutmeg","","Freshly grated nutmeg"
"/recipes/11555-bemelmans-barter","Orange","1","twist orange peel"
"/recipes/11556-truffle-martini","Hennessy X.O.","3 ½","ounces Hennessy X.O"
"/recipes/11556-truffle-martini","Lime","","Splash of fresh lime juice"
"/recipes/11556-truffle-martini","Grand Marnier 100-Year-Old","","Splash of 100-year-old Grand Marnier"
"/recipes/11556-truffle-martini","Black Truffle","7","paper-thin slices of black truffle"
"/recipes/11557-pear-cobbler","Lemon","","Juice of 2 lemons"
"/recipes/11557-pear-cobbler","Egg","1","tablespoon pasteurized egg white"
"/recipes/11557-pear-cobbler","Confectioners' Sugar","1","teaspoon confectioners' sugar"
"/recipes/11557-pear-cobbler","Carneros Pear de Pear","2","ounces Carneros Pear de Pear"
"/recipes/11557-pear-cobbler","Triple Sec","1","ounce triple sec"
"/recipes/11557-pear-cobbler","Pear","1","dried pear slice, for garnish"
"/recipes/9001-grenadine-punch","House Blanco Tequila","1","quart white tequila"
